1.000000000000000000e+00,1.303080886019019946e+00
1.000000000000000000e+00,9.122305242656465474e-01
1.000000000000000000e+00,4.471679742958611925e-02
1.000000000000000000e+00,7.057635935222150714e-01
1.000000000000000000e+00,3.785099601173160799e-01
1.000000000000000000e+00,-2.092400196093255893e-01
1.000000000000000000e+00,2.247401546954064244e-02
1.000000000000000000e+00,-1.762825558879448362e+00
1.000000000000000000e+00,-6.440468781217050243e-01
1.000000000000000000e+00,-8.222063471290836922e-01
1.000000000000000000e+00,-2.071275818194262541e-02
1.000000000000000000e+00,-1.041048225789697135e+00
1.000000000000000000e+00,6.719153321919182353e-01
1.000000000000000000e+00,1.142082567081140976e+00
1.000000000000000000e+00,-3.721810424145339802e-01
1.000000000000000000e+00,1.618847893016122530e+00
1.000000000000000000e+00,1.335768452196510747e+00
1.000000000000000000e+00,-6.600216971668304566e-02
1.000000000000000000e+00,3.732715608429288956e-01
0.000000000000000000e+00,1.301911052136750513e-02
0.000000000000000000e+00,-2.413418610578260459e+00
0.000000000000000000e+00,-9.812026917974665530e-01
1.000000000000000000e+00,3.702135557356944773e-02
0.000000000000000000e+00,-2.139406838373957509e+00
1.000000000000000000e+00,-5.335664867405118805e-01
0.000000000000000000e+00,-3.024976965917008709e+00
0.000000000000000000e+00,1.377477927826241899e+00
0.000000000000000000e+00,1.607311318012505374e-01
0.000000000000000000e+00,-1.097548978811471176e+00
0.000000000000000000e+00,-7.846858527624971380e-01
1.000000000000000000e+00,1.134786030152759917e+00
0.000000000000000000e+00,-1.333354725628029147e+00
0.000000000000000000e+00,-1.422517708848105578e-01
0.000000000000000000e+00,-1.918781482846838582e+00
0.000000000000000000e+00,-1.681553392444795403e+00
1.000000000000000000e+00,-1.656004642330181742e+00
0.000000000000000000e+00,-9.502496636405548536e-01
0.000000000000000000e+00,-1.054834714881778712e+00
0.000000000000000000e+00,-4.760969625683508788e-01
0.000000000000000000e+00,-1.947984768294738434e+00
0.000000000000000000e+00,-5.321199054205592027e-01
1.000000000000000000e+00,-3.720264974467846208e-01
0.000000000000000000e+00,-2.938912963194538097e+00
0.000000000000000000e+00,-1.851156903056851544e+00
0.000000000000000000e+00,1.510538465303155498e+00
1.000000000000000000e+00,9.884430810043407512e-01
0.000000000000000000e+00,-1.627214694142474993e+00
0.000000000000000000e+00,-1.025061983343034999e+00
1.000000000000000000e+00,-3.197433975061900746e-01
0.000000000000000000e+00,-1.226737431980029935e+00
0.000000000000000000e+00,-1.073960446719583128e+00
0.000000000000000000e+00,-2.117729946282595588e+00
1.000000000000000000e+00,-5.838906285146818753e-01
0.000000000000000000e+00,-1.598965349909618805e+00
1.000000000000000000e+00,-1.071177538750713421e+00
0.000000000000000000e+00,-1.098275702985204827e+00
0.000000000000000000e+00,-1.046283643464873681e+00
0.000000000000000000e+00,-1.644989364884754668e+00
0.000000000000000000e+00,-3.788132901297633914e-01
1.000000000000000000e+00,-6.433235493293838481e-01
0.000000000000000000e+00,-1.142747137977599969e-01
0.000000000000000000e+00,1.428221380906875559e-01
0.000000000000000000e+00,-2.266894800607107907e+00
0.000000000000000000e+00,6.681907458763913787e-01
1.000000000000000000e+00,-5.672517519460522628e-01
0.000000000000000000e+00,-1.383424013948415965e+00
0.000000000000000000e+00,1.053493629063000814e+00
1.000000000000000000e+00,-9.000815504652481813e-01
1.000000000000000000e+00,3.706627044807115912e-01
1.000000000000000000e+00,1.550773139404384438e-01
1.000000000000000000e+00,-1.080237810929532305e+00
1.000000000000000000e+00,5.702079574143001928e-01
1.000000000000000000e+00,-9.693930818886431489e-01
1.000000000000000000e+00,9.945788993416182500e-01
1.000000000000000000e+00,2.461652881172776031e+00
1.000000000000000000e+00,4.577966032068307989e-01
1.000000000000000000e+00,-1.587529917779550992e-01
1.000000000000000000e+00,1.772860111556279428e+00
1.000000000000000000e+00,2.659871807047688996e-01
1.000000000000000000e+00,1.680783387986504618e+00
1.000000000000000000e+00,1.042962357892967429e+00
1.000000000000000000e+00,1.890926974235718205e-02
1.000000000000000000e+00,-7.651259929924325576e-02
1.000000000000000000e+00,-2.065414676888903678e-01
1.000000000000000000e+00,-9.623343236097223752e-01
0.000000000000000000e+00,-7.161472661211609747e-02
0.000000000000000000e+00,-1.611365395348847596e+00
1.000000000000000000e+00,-2.283368872819449003e-01
