logFC,AveExpr,t,P.Value,adj.P.Val,B
X476_.hsa.mir.320d.1,0.530754979494532,0.608640024122596,5.91217275990355,7.02165694465824e-09,1.67030324289597e-08,8.98180860924635
X306_.hsa.mir.22,-0.73978163555768,14.6678452053125,-5.89735132507892,7.6290785969399e-09,1.80567639153703e-08,8.90097803947607
X217_.hsa.mir.15b,-0.530260808165123,10.5770544093173,-5.89065685068684,7.91996872367966e-09,1.86515263442656e-08,8.86452515247515
X909_.hsa.mir.455,-1.23797454102706,2.26878722345913,-5.88257601445707,8.28553910573842e-09,1.94153677552378e-08,8.82056990697946
X883_.hsa.mir.452,-1.73410922286495,2.33133694567308,-5.87089590352614,8.84319118399878e-09,2.06195200379377e-08,8.75712693115469
X1782_.hsa.mir.7854,-0.636936307725807,1.13569569840144,-5.85819192139013,9.49130908395762e-09,2.20217072834682e-08,8.68824391030246
X1101_.hsa.mir.491,-0.728002085543829,3.07344100247596,-5.78295311914043,1.43932070779002e-08,3.3231375165152e-08,8.28288570760619
X626_.hsa.mir.3913.1,0.67173732085657,2.18113990328846,5.78148221792881,1.45102257818821e-08,3.33381285037388e-08,8.27500546990509
X146_.hsa.mir.1296,-0.990459173431383,2.86412210800962,-5.76967686844952,1.54836094802792e-08,3.5401844976755e-08,8.21182109040623
X1365_.hsa.mir.5706,-0.47884855934363,1.03087815249279,-5.71018532238244,2.14422318521247e-08,4.87888463881679e-08,7.89508871882408
X657_.hsa.mir.3945,-0.571255930609988,0.883513240158654,-5.70444671942152,2.21231623721902e-08,5.00961994101038e-08,7.86468478316711
X483_.hsa.mir.326,1.09473692731328,3.97465399453846,5.6827301815986,2.48959199532057e-08,5.61051593203823e-08,7.74986427971068
X297_.hsa.mir.215,0.898872241195098,2.60253806647356,5.60649281412527,3.75758117624735e-08,8.42771778101191e-08,7.34975337886891
X178_.hsa.mir.1343,-0.711290183096773,1.45489535159615,-5.6024530112767,3.83996878822914e-08,8.57168388272951e-08,7.32868109411106
X1092_.hsa.mir.484,-0.659983001447511,8.21594504126202,-5.59780772200102,3.93687866783532e-08,8.74655590825677e-08,7.30446663926846
X266_.hsa.mir.199b,-0.920300975353836,9.70718851626202,-5.59577410205698,3.98004923861064e-08,8.8009539501672e-08,7.29387144597498
X84_.hsa.mir.1255a,-0.557559747031073,1.08269965938221,-5.56338999593342,4.73288501221117e-08,1.04167702838853e-07,7.12559641975209
X354_.hsa.mir.30b,-0.782649133406233,9.79254490903846,-5.52992008094285,5.65608519264722e-08,1.23907726778458e-07,6.95256422072147
X350_.hsa.mir.3064,-0.480287002295608,0.959297303865385,-5.51730254828871,6.047734040361e-08,1.31874200602316e-07,6.88756826254431
X166_.hsa.mir.1307,-0.739314767344348,11.493599838012,-5.51633109406383,6.0789580856731e-08,1.31944205454011e-07,6.88256938465302
X582_.hsa.mir.3690.1,-0.962489921689629,2.20142639203365,-5.44526253569627,8.84255794302917e-08,1.91047926200309e-07,6.51893387972881
X56_.hsa.mir.1229,-0.510584329731456,0.847265335983173,-5.44133176166328,9.02671323716666e-08,1.94136161402078e-07,6.4989405857463
X881_.hsa.mir.451a,-1.90455667173236,10.3206527576322,-5.42468400547547,9.84882238795217e-08,2.10854333851158e-07,6.41440316045682
X188_.hsa.mir.141,-0.845977630536995,4.72253759767548,-5.40785542294883,1.07536183604188e-07,2.29183450124763e-07,6.32917612038355
X531_.hsa.mir.3652,0.871448247962273,1.74801526503365,5.33540855854252,1.5659510021417e-07,3.31027946489962e-07,5.96490645751687
X303_.hsa.mir.219a.1,-0.572791140390107,3.15554108011779,-5.33524322812054,1.5672873050374e-07,3.31027946489962e-07,5.96408005665823
X205_.hsa.mir.151a,-1.20548968742018,8.91819465389663,-5.33414276029651,1.57621020833057e-07,3.31426342912366e-07,5.95857995907031
X861_.hsa.mir.4505,0.540723801130035,0.749235463805288,5.33295670507497,1.58588227744711e-07,3.31978023412261e-07,5.9526532069818
X532_.hsa.mir.3653,-1.06219007576909,5.52586492358173,-5.32351411271119,1.66496686965114e-07,3.46990883011366e-07,5.90550932310891
X514_.hsa.mir.3615,-0.70674719504994,5.53554815622596,-5.26346528966454,2.26514121259164e-07,4.69991855123639e-07,5.60741314384875
X101_.hsa.mir.1266,1.11064823228221,2.34863385059375,5.08178658883131,5.64975703533126e-07,1.16712086124606e-06,4.72361276217523
X530_.hsa.mir.3651,-1.36149939217341,3.51075559276683,-5.07434625514209,5.86195500626309e-07,1.2056684750873e-06,4.68800155609194
X475_.hsa.mir.320c.2,0.486976585845635,0.794520105927885,5.06377797133848,6.17666425553466e-07,1.26487341928558e-06,4.637498511952
X471_.hsa.mir.320a,0.75876413805824,10.3500809288966,5.04691527577358,6.7129293447949e-07,1.3687401391335e-06,4.5571089650758
X295_.hsa.mir.212,0.631184058150175,1.98767174824038,5.00464827552131,8.26245871595264e-07,1.67742157552314e-06,4.35665306384928
X1298_.hsa.mir.551a,-0.881635934591759,2.87947172804327,-4.95854073837095,1.03464754556844e-06,2.09149782816625e-06,4.1396887388208
X1246_.hsa.mir.548au,-0.337313052144068,0.654402221204327,-4.95002614238431,1.07832638724686e-06,2.17047747176612e-06,4.09981746325043
X615_.hsa.mir.381,-1.24080001465938,1.81699457763462,-4.93175915315159,1.17812378135519e-06,2.35832198192376e-06,4.014484294595
X799_.hsa.mir.4449,1.33431007471879,2.52228796004808,4.93113886555864,1.18166451748197e-06,2.35832198192376e-06,4.01159158452865
X1449_.hsa.mir.616,-0.758562906139693,3.02025328129087,-4.923298838014,1.22731232365067e-06,2.43908904826778e-06,3.97505754271164
X225_.hsa.mir.181c,0.989892775539177,8.34425927273317,4.91151837530912,1.29911879695829e-06,2.56720838015974e-06,3.92025863041801
X118_.hsa.mir.1275,0.727087544367869,1.38227180714183,4.91095044388837,1.30268111010229e-06,2.56720838015974e-06,3.91761975063684
X501_.hsa.mir.34c,-0.863407006853836,1.23056859222596,-4.9048302436604,1.34167291074798e-06,2.63303308734291e-06,3.88919963521752
X169_.hsa.mir.132,0.560084370949887,6.581873458375,4.88838837375674,1.45208378331561e-06,2.83788988357533e-06,3.81300562283217
X1025_.hsa.mir.4742,-0.431073081421723,0.969203283927885,-4.85184553074741,1.7297584199441e-06,3.3665959330317e-06,3.64447823976593
X232_.hsa.mir.185,-0.538653593880804,8.50626382723077,-4.8195195807557,2.01752376854129e-06,3.91050903285163e-06,3.49633997269824
X794_.hsa.mir.4444.2,-0.398944213318388,1.06198257449038,-4.80603208080828,2.15077522586806e-06,4.15170135813055e-06,3.43479346588859
X1626_.hsa.mir.6803,-0.530042555535265,1.45798466429808,-4.77383633951997,2.50403383718941e-06,4.81387729516821e-06,3.28850149198872
X886_.hsa.mir.4521,-0.625835441863861,2.10137342324519,-4.76094889880273,2.66056884170852e-06,5.09401595302728e-06,3.23019015823558
X1496_.hsa.mir.6509,0.638869665146252,2.28571656783894,4.75258674687683,2.76713539429052e-06,5.27317625467674e-06,3.19242986791303
X504_.hsa.mir.3605,-0.513259241773101,1.48871389012019,-4.75186416800554,2.77653441859837e-06,5.27317625467674e-06,3.18916977269285
X943_.hsa.mir.4662a,-1.18506621558885,3.98635778442308,-4.73827602363935,2.95911612397316e-06,5.59736423450345e-06,3.12794631489095
X1509_.hsa.mir.6516,-0.523204899865592,1.05102332401202,-4.71612137831469,3.28184581242695e-06,6.18299751061238e-06,3.02846284924843
X138_.hsa.mir.129.2,0.5655410529148,0.823895229387019,4.67020921945773,4.06190192059159e-06,7.62213467967585e-06,2.82363341387834
X1029_.hsa.mir.4746,0.519209667732456,4.25121584865385,4.62555136195653,4.98990906455437e-06,9.32637765636948e-06,2.62613202454508
X140_.hsa.mir.1291,-0.738377261760431,2.1247756571899,-4.62238600052899,5.06290530072584e-06,9.42540868237894e-06,2.61219803458664
X466_.hsa.mir.32,-0.828185918065795,6.17232760601442,-4.61193183481689,5.31135116772761e-06,9.84900157480198e-06,2.56623975006443
X1476_.hsa.mir.642a,-1.00288117986395,1.93167435035337,-4.60154520284234,5.56977027810166e-06,1.02876933371995e-05,2.52067141879299
X565_.hsa.mir.3682,0.476990077346911,1.8562770533726,4.5456310603595,7.18200275844753e-06,1.32137628876125e-05,2.27696080506547
X755_.hsa.mir.4326,-1.02668852778777,3.50519868232452,-4.53128301718238,7.66297264014443e-06,1.40438136712375e-05,2.21485749100037
X1875_.hsa.mir.944,1.00423794258192,1.60561127460096,4.49755329200953,8.91839983060985e-06,1.62812648070436e-05,2.0695646559105
X1284_.hsa.mir.548t,0.35258582861099,1.05771977017067,4.47596544783942,9.82299865774587e-06,1.78634454355147e-05,1.97709079099512
X1072_.hsa.mir.4786,0.574758937250045,1.48474291379327,4.44765933262085,1.1143081457798e-05,2.01861206408572e-05,1.85645109832114
X1665_.hsa.mir.6842,0.526220235697734,4.31867230833894,4.38910425946851,1.4433535850529e-05,2.60467256153225e-05,1.60910264557373
X214_.hsa.mir.155,0.597924356609262,11.0897093882548,4.37877408349313,1.5103178620039e-05,2.71511340841159e-05,1.56577589997475
X1755_.hsa.mir.760,0.6621445377967,1.60698830318029,4.32966549378675,1.87142820083265e-05,3.35149308970409e-05,1.36107977156322
X1219_.hsa.mir.545,-0.394262458956533,1.15234909172356,-4.3265211065529,1.89716436150824e-05,3.38471369041811e-05,1.34804507368872
X1083_.hsa.mir.4797,0.341571054843812,0.860232671807692,4.29955476330696,2.13220735499553e-05,3.78969684604865e-05,1.23661481567505
X109_.hsa.mir.1271,-0.634501725933661,2.13995337533654,-4.2386056625352,2.77017461677656e-05,4.90508362594646e-05,0.987112342269507
X333_.hsa.mir.296,-0.688360117867686,1.67611506301923,-4.19372721505856,3.35235652996387e-05,5.91370758656547e-05,0.805486643093262
X1764_.hsa.mir.769,-0.343640557080002,5.40019578624038,-4.18185214332892,3.52491406781558e-05,6.19490494754156e-05,0.757724757679176
X77_.hsa.mir.1249,-0.746571480731546,2.90530867479808,-4.15888576348356,3.88294318275918e-05,6.79875925308393e-05,0.66570675920458
X605_.hsa.mir.378d.1,0.294097802111081,0.558641480771635,4.1413585869326,4.17921259991502e-05,7.29040420207399e-05,0.595795512006568
X1636_.hsa.mir.6813,-0.338732499238016,0.874456059418269,-4.12650681502591,4.44698763922662e-05,7.72889733607283e-05,0.536768607838843
X351_.hsa.mir.3065,-0.706275173808094,3.15694128679327,-4.08286525718232,5.33157629460503e-05,9.23225159837857e-05,0.364451195907879
X415_.hsa.mir.3158.2,0.260485533474849,0.508668605651442,4.07290977379391,5.55560992919944e-05,9.57022427442578e-05,0.325379121047281
X83_.hsa.mir.1254.2,0.468893164516766,1.49493658892548,4.07239685148963,5.5673916161203e-05,9.57022427442578e-05,0.323368451764658
X93_.hsa.mir.126,-1.32588227614088,11.1711747599279,-4.04618298612248,6.2021670482879e-05,0.000106226206536131,0.220920941718193
X1459_.hsa.mir.625,0.445487454078467,9.2476759439976,4.03770976817841,6.42165173953676e-05,0.000109586882946443,0.187937187844057
X1517_.hsa.mir.659,0.411504461994261,1.85660530744952,3.97457196526882,8.30540777720727e-05,0.000141221915634102,-0.0558240749465293
X1045_.hsa.mir.4762,-0.29979312750729,0.934685334963942,-3.96162942027641,8.7514650658056e-05,0.000148271224676059,-0.105352724721998
X137_.hsa.mir.129.1,0.468665607875159,0.799254916024038,3.90064861344211,0.000111763884676593,0.000188676665529302,-0.336696510435877
X1037_.hsa.mir.4754,0.279479150095407,0.519877387242788,3.88685798308158,0.00011806837471087,0.000198607873174356,-0.388551843788036
X1625_.hsa.mir.6802,0.353757998202296,1.14935349753846,3.88491883803793,0.000118981402748148,0.000199431461545829,-0.395829692320556
X964_.hsa.mir.4680,-0.262582076006835,0.523609351661058,-3.87753758310558,0.000122518283606008,0.000204631601341949,-0.423501538367731
X82_.hsa.mir.1254.1,0.450726955324495,1.5574664013774,3.87543548901674,0.00012354360244725,0.000205614970857437,-0.431373195197017
X495_.hsa.mir.340,-0.611812922198287,7.40069940179808,-3.84626954066891,0.000138634070123607,0.000229917771226124,-0.540180086404129
X1379_.hsa.mir.580,-0.394816245517952,1.8652768760625,-3.81155406541718,0.000158867274296444,0.000262549074363597,-0.668691714704737
X204_.hsa.mir.150,-0.81412251910316,11.9829098028413,-3.76680772597174,0.000189076941753242,0.000311381956523695,-0.832732225535687
X971_.hsa.mir.4687,0.627910325323308,1.23582134253365,3.73664203794197,0.000212417259398626,0.000348601146957327,-0.942298550619667
X1704_.hsa.mir.6877,0.465742479164389,1.27267442977404,3.72043254982586,0.000226055206241759,0.000369694451874544,-1.00083353847039
X780_.hsa.mir.4434,0.343023795175324,0.637838032697115,3.71632970652205,0.000229635712154379,0.000374250589704888,-1.01561178258328
X1478_.hsa.mir.643,-0.343752991610534,2.04841228895673,-3.68234385904867,0.000261417127072421,0.000424577471900381,-1.13744005089433
X1867_.hsa.mir.940,-0.650492784893566,2.55140252937981,-3.67845126693343,0.000265310530858037,0.000429420137574348,-1.15132681017612
X14_.hsa.mir.100,0.98476996239684,7.27128983942548,3.66172965995495,0.000282664528866912,0.000455941757179163,-1.21082426507885
X506_.hsa.mir.3607,-0.8042480725205,5.4262981945,-3.63750137610578,0.000309711401132457,0.000497863719909171,-1.29658025549405
X179_.hsa.mir.135a.1,0.650156645349463,0.891883051151442,3.60590759986181,0.000348642835596876,0.000558540052946015,-1.40760350573795
X584_.hsa.mir.3691,0.311185707808184,0.952058699002404,3.50632158132506,0.000503554016358404,0.000803979463406129,-1.75159425751702
X1550_.hsa.mir.6733,0.242305994549663,0.693394065432692,3.4770256029958,0.000560162360281642,0.000891339431394099,-1.85106047945183
X562_.hsa.mir.3680.1,0.310247619116819,1.22259336700962,3.45982692440724,0.000596111272912711,0.000945348180275713,-1.90908684245966
X13_.hsa.mir.1.2,-0.892950962569802,1.89301540813702,-3.44539188425702,0.000627935339467858,0.000992474982850204,-1.95757928390392
X305_.hsa.mir.219b,-0.30317086976171,1.31863054849279,-3.44320754428279,0.000632886980547636,0.000996955745277379,-1.9649005776494
X206_.hsa.mir.151b,-0.383936721091671,1.10159964156731,-3.42488504243774,0.000675880603587488,0.00106113254763236,-2.02613969138159
X12_.hsa.mir.1.1,-0.866356752530618,1.84746523707452,-3.40723988122513,0.000719847133144732,0.00112640531465505,-2.08482294076353
X1769_.hsa.mir.7705,-0.377394801386368,1.31964648399519,-3.39305934075142,0.000757098269061022,0.0011807724659859,-2.13177594798317
X322_.hsa.mir.25,0.329319474545288,15.5916175383173,3.38894952933574,0.00076822558802063,0.00119186268441247,-2.14534925941621
X76_.hsa.mir.1248,1.05519096216002,3.91051090178846,3.38856656716952,0.000769270182720574,0.00119186268441247,-2.1466132604489
X434_.hsa.mir.3177,0.307240742217423,0.6317472510625,3.36668949132223,0.000831189010622123,0.00128357384919023,-2.21859598430234
X286_.hsa.mir.21,-0.562769063957553,16.702537453149,-3.33755783008922,0.000920856954871929,0.00141739746975385,-2.31376297403964
X1564_.hsa.mir.6747,0.249196559095498,0.498830026629808,3.3316140674569,0.000940223408658732,0.00144249259113441,-2.33308370331715
X242_.hsa.mir.191,-0.40603410355258,12.0174907789279,-3.32348893116211,0.000967310452590901,0.00147923124405946,-2.35944234931424
X316_.hsa.mir.23a,-0.337525864757971,12.184716154726,-3.31282112110193,0.00100397590258701,0.00153033220103069,-2.39395695559171
X959_.hsa.mir.4676,-0.427474402941862,2.29487469245192,-3.28778644585252,0.00109515000140457,0.00166392145374695,-2.47454053925011
X250_.hsa.mir.193a,-0.727325818849462,6.66082522224519,-3.27304271395628,0.00115238165168084,0.00174524681010184,-2.52172725627642
X1380_.hsa.mir.581,-0.340279177035447,0.976571860084135,-3.26024355344173,0.00120430177634055,0.00181803248928334,-2.56252708168828
X559_.hsa.mir.3677,-0.509654265721523,2.41270099849038,-3.19202395366007,0.00151953905473531,0.00228659071814802,-2.77742520216385
X484_.hsa.mir.328,-0.55537828423583,6.268847239125,-3.18494305467867,0.0015562986996659,0.00233444804949885,-2.79948289831452
X1770_.hsa.mir.7706,0.462601981796429,2.57243332839904,3.1619208661101,0.00168157110356966,0.00251434917390892,-2.87087671163888
X1508_.hsa.mir.6515,0.251757485729725,0.574738111504808,3.15675309699628,0.00171094126058435,0.00255016877764313,-2.88683457336933
X560_.hsa.mir.3678,0.26546216157618,0.808004667305288,3.13015719447632,0.00186972487456915,0.00277804547609486,-2.96856791560708
X654_.hsa.mir.3942,0.279719565799435,1.30472586905048,3.03121970253841,0.00258718745304815,0.00383196632196754,-3.26681839540067
X326_.hsa.mir.26a.2,-0.333403147781118,10.7381187436298,-3.02018130481502,0.00268124791831935,0.00395883313331791,-3.29952600007859
X325_.hsa.mir.26a.1,-0.333372662002832,10.7252640766611,-3.01150744966969,0.00275734899513551,0.00405847305221507,-3.32514714476617
X240_.hsa.mir.190a,-0.568270940040094,2.05992850942308,-3.00781770863907,0.00279031764768474,0.00409420439893929,-3.33602464486032
X488_.hsa.mir.331,-0.372441857443774,4.96964775866346,-2.97226792485078,0.00312698250477248,0.0045739402476641,-3.44017228023915
X24_.hsa.mir.106b,0.298070589261519,11.3629871912404,2.94793704623974,0.00337840058841635,0.00492639838125109,-3.51076848402835
X187_.hsa.mir.140,-0.178451393561147,12.3519020453365,-2.92232411877487,0.00366290971249734,0.00532478541538965,-3.58448309247314
X1656_.hsa.mir.6833,0.206076799422453,0.431119573697115,2.91861958777977,0.00370582308058093,0.00537059283370344,-3.59509371557219
X329_.hsa.mir.27b,-0.329575511852205,8.15704144552404,-2.91734606713222,0.003720681194916,0.00537558540737864,-3.59873838530852
X143_.hsa.mir.1294,-0.303015578553582,1.17741861820913,-2.90438884809347,0.00387497164429763,0.00558081055028924,-3.635733634879
X489_.hsa.mir.335,0.762914531986786,7.38040281598317,2.90344591724252,0.00388642433226087,0.00558081055028924,-3.63841970352529
X252_.hsa.mir.194.1,0.451237172047852,6.83801769041106,2.86318628044637,0.00440516054334791,0.00630647603622147,-3.75232302332102
X1719_.hsa.mir.6892,0.459234271291964,2.67750469275481,2.80213213094676,0.00531269146753097,0.00758265964002148,-3.92213913588547
X1606_.hsa.mir.6783,-0.290359924377712,1.2354820605601,-2.79691851064364,0.00539754951317264,0.0076805009688952,-3.93647700930475
X90_.hsa.mir.125a,-0.706280637736107,6.60390245789423,-2.7805394462895,0.005672189008217,0.00804699103274159,-3.98135340133614
X1094_.hsa.mir.486.1,-0.861091127775277,9.36029835257212,-2.77929665846428,0.005693535396764,0.00805301853416169,-3.98474810390361
X1067_.hsa.mir.4781,0.20777423907691,0.914725598927885,2.76527186395697,0.00593951861455622,0.00837578822591611,-4.02295575009655
X174_.hsa.mir.133a.1,-0.580204708436939,1.8917175098149,-2.75852486200713,0.00606124586676343,0.00852193075595694,-4.0412701772109
X1077_.hsa.mir.4791,0.324175481880808,1.45108266861538,2.74560944913028,0.00630057081101545,0.00881394331986057,-4.07620813549876
X508_.hsa.mir.361,0.18381411144961,10.0679836281346,2.74530218067356,0.00630636708873251,0.00881394331986057,-4.07703741292279
X1095_.hsa.mir.486.2,-0.852503615529248,9.34554769154327,-2.73728230928738,0.00645936675603209,0.00900107024287311,-4.09865033506738
X960_.hsa.mir.4677,0.360058200802812,5.04565967716827,2.72667659983883,0.00666684267139732,0.00926278141070247,-4.12713820741793
X414_.hsa.mir.3158.1,0.181526981972116,0.561251589802885,2.72374539947108,0.00672523567505169,0.00931642942043926,-4.13499284773653
X563_.hsa.mir.3680.2,0.202191840052214,0.77479963396875,2.71465265953007,0.00690932087298795,0.00954337281870184,-4.15930648255222
X134_.hsa.mir.1288,0.251445574532623,1.18007380636298,2.68991287360307,0.00743339922193948,0.01023722524425,-4.22506235382695
X1293_.hsa.mir.550a.1,0.302687407319299,3.23024299941827,2.67047862243369,0.0078698922515759,0.0108067616632427,-4.27630880953991
X1489_.hsa.mir.6502,-0.242242043882449,0.955542477302885,-2.6661105732834,0.00797111543091152,0.0109139400231376,-4.28777755825331
X220_.hsa.mir.17,-0.269177071428834,12.3711766798558,-2.65585632174055,0.00821335491741459,0.0112130149742095,-4.31462981203739
X317_.hsa.mir.23b,-0.257254638802539,7.58539067094952,-2.65440637948504,0.00824813573168975,0.011227953553832,-4.3184186252256
X637_.hsa.mir.3922,0.265909048761524,3.03019233775721,2.65116615796974,0.00832633976148182,0.0113017464774004,-4.32687834890276
X602_.hsa.mir.378a,0.364417041066613,11.0239467889399,2.6265862797686,0.00894159385392236,0.0121019847850501,-4.3907272124724
X262_.hsa.mir.1976,-0.317833767923543,5.74735663509856,-2.59268141290392,0.00985709063364424,0.0133028357835142,-4.47785427706437
X1070_.hsa.mir.4784,0.282020768183889,1.04700569911058,2.57593522675352,0.0103394801796128,0.0139139861845646,-4.52048342690818
X320_.hsa.mir.24.2,-0.368063045899573,10.1490589531298,-2.57490481150845,0.0103698395095417,0.0139150837863081,-4.5230977173485
X30_.hsa.mir.1180,-0.536003106318848,3.53588223297837,-2.54267902327174,0.01136039636881,0.0151666243003506,-4.60434694462267
X1113_.hsa.mir.5001,0.252613607458356,1.56131749344231,2.54247529401505,0.0113669180000504,0.0151666243003506,-4.60485744175541
X175_.hsa.mir.133a.2,-0.525927443853473,1.85730307630769,-2.53823037645302,0.0115035641290088,0.0153055895614778,-4.61548517517266
X1762_.hsa.mir.766,0.365661614191185,7.05185451463942,2.53162692392663,0.0117190420869769,0.0155483628815947,-4.63198359557418
X1497_.hsa.mir.651,-0.395160114052761,3.46883256453606,-2.52970094799116,0.0117825620220025,0.0155887267201213,-4.63678770682952
X1115_.hsa.mir.5003,0.212818171118918,0.619437825646635,2.50558041074543,0.0126044194074352,0.0166293600585489,-4.69665308252236
X243_.hsa.mir.1910,-0.277741892701294,0.896659645788462,-2.49380312445722,0.0130239116503638,0.0171348111377692,-4.72568121819075
X328_.hsa.mir.27a,-0.359810976229008,11.274830729887,-2.44754181557592,0.0147940838091435,0.0194095082844195,-4.83841861346087
X1490_.hsa.mir.6503,-0.56759222426426,3.58020055470192,-2.41247364251345,0.0162745123050753,0.0212924869324735,-4.92251172755124
X1724_.hsa.mir.7.2,-0.259044183092035,1.43023205289423,-2.41030541387203,0.0163701923888774,0.0213583396541863,-4.92767238374054
X284_.hsa.mir.20a,-0.392289434986051,11.5599034306563,-2.3991178698599,0.0168718022955015,0.0219519858596166,-4.9542284186924
X191_.hsa.mir.144,-0.899541380402862,8.6499805533774,-2.33847045731016,0.0198335751780733,0.0257344735781612,-5.0960950465874
X1473_.hsa.mir.639,-0.22719419885329,0.698836930288461,-2.32821428832613,0.020377129483433,0.026367109853563,-5.1197366234778
X196_.hsa.mir.146b,0.445320530124468,11.204461017649,2.30815903402465,0.0214778010400787,0.0277151898352797,-5.16567353063579
X1506_.hsa.mir.6513,-0.152278382696738,0.542239325927885,-2.2687345727338,0.0237937441234525,0.0306198182572298,-5.25484630847915
X606_.hsa.mir.378d.2,0.174156429625843,0.738253300206731,2.22407654390182,0.0266769934088976,0.0342366863640075,-5.35404577900262
X1024_.hsa.mir.4741,0.199865728301075,0.570843178173077,2.22002768355821,0.0269527845172322,0.0344966345315662,-5.3629443673711
X1112_.hsa.mir.5000,0.262561981925733,2.5218212145649,2.175176564031,0.0301768692922395,0.0385184429177366,-5.46045839944638
X209_.hsa.mir.153.2,-0.60185607704447,3.48230215664904,-2.16554807585214,0.0309108190188437,0.039348637183447,-5.48113875708003
X319_.hsa.mir.24.1,-0.317331025722805,10.066521880101,-2.15532201580085,0.0317071095876916,0.0402535003121368,-5.50300436258497
X465_.hsa.mir.3199.2,0.168911393131037,0.781290186817308,2.12758483324669,0.0339564093831098,0.0429931957511955,-5.56180294212757
X202_.hsa.mir.148b,-0.171728378836611,7.69135057198317,-2.09825214059743,0.0364826937219813,0.0460679590966574,-5.62317285722938
X1354_.hsa.mir.5698,0.273870682110805,1.96508812827885,2.08992571322969,0.0372284587179388,0.0468839680645699,-5.64044143068214
X1336_.hsa.mir.5684,-0.168984559519409,0.804040536206731,-2.07892892485067,0.0382333262877865,0.0480210578174599,-5.66314514139474
X377_.hsa.mir.3127,0.293757389381267,3.70981813538942,2.06169125604181,0.0398550173644958,0.0499247690922275,-5.698497511658
X656_.hsa.mir.3944,0.180646010953435,0.787520147204327,2.05138402548446,0.0408524118687497,0.0510384243771382,-5.71949860353818
X163_.hsa.mir.1304,-0.337001166662841,2.55081902249519,-2.02846435859752,0.0431465693916177,0.0537619951943173,-5.76582788696659
X1633_.hsa.mir.6810,-0.185613992196373,0.788985343834135,-2.02442975662143,0.0435615222641868,0.0541358231831978,-5.77393051364127
X1149_.hsa.mir.511,-0.401121798628394,1.45473196504808,-2.00118393652228,0.0460187662185128,0.057039049707683,-5.82030653721504
X141_.hsa.mir.1292,0.21369974755668,1.58539948867548,1.93519843626517,0.0536403334215613,0.0663112783242923,-5.94908537723622
X1858_.hsa.mir.92b,0.327127006790141,5.85378761295433,1.88477838793684,0.0601534572177435,0.074168267930778,-6.04462775133837
X1311_.hsa.mir.5581,0.144726772891379,0.828391304735577,1.88142713739514,0.0606087396385077,0.0744577154528284,-6.05089026736516
X1073_.hsa.mir.4787,-0.200442175653544,0.717583467591346,-1.88072581277595,0.0607043794774652,0.0744577154528284,-6.05219945334223
X258_.hsa.mir.197,-0.277784776796782,10.27021214525,-1.85271191988215,0.0646285071494564,0.079065004850374,-6.10410138649554
X1294_.hsa.mir.550a.2,0.208905173340714,3.22519490984375,1.82928570188198,0.0680692194650461,0.0829998894234522,-6.14691534251972
X1725_.hsa.mir.7.3,-0.200201436501094,1.34064406573798,-1.82843230964115,0.0681973613734098,0.0829998894234522,-6.14846488943464
X15_.hsa.mir.101.1,0.362457449418638,13.2375518884615,1.79479489116532,0.0734089422767571,0.0891124015782283,-6.2089750901696
X4_.hsa.let.7b,0.369810763856215,13.3379203613894,1.7313487414946,0.0841276317903911,0.101861477052119,-6.32009558102393
X16_.hsa.mir.101.2,0.347131086418436,13.2691059447981,1.72018396024792,0.0861393330346796,0.104029809895728,-6.33924195733335
X1504_.hsa.mir.6511b.2,0.209720930115272,1.32905449466106,1.71614166419882,0.0868772324948981,0.104471932968257,-6.34614394058422
X1036_.hsa.mir.4753,0.132618009068252,0.587430804088942,1.71501480105875,0.0870838456325864,0.104471932968257,-6.34806513956097
X1407_.hsa.mir.607,0.243212471757882,0.97426578165625,1.71454093724285,0.0871708485276543,0.104471932968257,-6.34887266256241
X1383_.hsa.mir.584,0.345102931850111,9.07051121358894,1.69346668808945,0.0911118753831536,0.108918003313364,-6.38456328473229
X1643_.hsa.mir.6820,-0.1254976726232,0.594119737786058,-1.68276991892391,0.0931665705817869,0.111092290491194,-6.40251238738271
X969_.hsa.mir.4685,-0.124738886349371,0.703502022995192,-1.55238055614746,0.121328172294493,0.144306992804813,-6.61227627451771
X211_.hsa.mir.1538,-0.153731113682614,0.898793751733173,-1.50814350822994,0.132273423999006,0.156928923686479,-6.67964592250035
X1706_.hsa.mir.6879,-0.12084145658183,0.574198155810096,-1.50485271849142,0.133117369352266,0.157533369258586,-6.68458057154866
X133_.hsa.mir.1287,0.177787100868322,5.02819794772837,1.47292113180453,0.141525085112289,0.167063446335559,-6.73190922178332
X1488_.hsa.mir.6501,-0.133500648445599,0.762115663216346,-1.44136361306142,0.150230897530917,0.176896881842655,-6.77769636958663
X1503_.hsa.mir.6511b.1,0.170335128882267,1.36636470645673,1.38876026002676,0.165645370971171,0.194561021764143,-6.85183633319148
X1510_.hsa.mir.652,0.133639377959825,6.9893236268774,1.38353036334225,0.167240910174347,0.195946439532631,-6.85905820856279
X548_.hsa.mir.3667,-0.212191586777018,1.41003839064183,-1.36724967399805,0.172282024914651,0.201351944751366,-6.8813670744407
X5_.hsa.let.7c,0.358125896708136,8.34049914789663,1.34205360403597,0.180307316084964,0.210209767019846,-6.91537638626628
